title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
twelve,Hann.,184000.0,2400000,2010,tt1407084,twelve,twelve,2010,93.0,"action,crime,drama",5.7,11533
tees maar khan,UTV,1100000.0,1400000,2010,tt1572311,tees maar khan,tees maar khan,2010,135.0,"comedy,crime",2.6,10122
housefull,Eros,1200000.0,1200000,2010,tt1573072,housefull,housefull,2010,144.0,comedy,5.5,11089
golmaal 3,Eros,1100000.0,935000,2010,tt1562859,golmaal 3,golmaal 3,2010,155.0,"action,comedy",5.4,6616
guzaarish,UTV,1000000.0,695000,2010,tt1438298,guzaarish,guzaarish,2010,126.0,drama,7.5,15402
anjaana anjaani,Eros,855000.0,761000,2010,tt1499201,anjaana anjaani,anjaana anjaani,2010,151.0,"comedy,drama,musical",5.8,5533
restrepo,NGE,1300000.0,105000,2010,tt1559549,restrepo,restrepo,2010,93.0,"documentary,war",7.5,20691
raavan,Relbig.,709000.0,648000,2010,tt1334470,raavan,raavan,2010,130.0,"action,adventure,crime",5.4,3847
howl,Osci.,617000.0,566000,2010,tt1049402,howl,howl,2010,84.0,"biography,drama,romance",6.8,12096
howl,Osci.,617000.0,566000,2010,tt2393827,howl,howl,2015,89.0,"action,fantasy,horror",5.3,9732
casino jack,ATO,1000000.0,40700,2010,tt1194417,casino jack,casino jack,2010,108.0,"biography,comedy,crime",6.2,16191
khatta meetha,Eros,542000.0,499000,2010,tt1455811,khatta meetha,khatta meetha,2010,157.0,"comedy,crime,drama",5.8,8448
we are family,UTV,638000.0,393000,2010,tt1428459,we are family,we are family,2010,115.0,"drama,family",5.6,2614
we are family,UTV,638000.0,393000,2010,tt4926822,we are family,c'est quoi cette famille?!,2016,99.0,comedy,6.1,712
break ke baad,Relbig.,428000.0,389000,2010,tt1578261,break ke baad,break ke baad,2010,118.0,"comedy,drama,romance",5.2,3651
no problem,Eros,285000.0,369000,2010,tt1431122,no problem,no problem,2010,139.0,"action,comedy,crime",4.2,1880
all good things,Magn.,582000.0,62500,2010,tt1175709,all good things,all good things,2010,101.0,"crime,drama,mystery",6.3,49684
jack goes boating,Over.,542000.0,77600,2010,tt1278379,jack goes boating,jack goes boating,2010,91.0,"drama,romance",6.4,7644
holy rollers,FInd.,303000.0,305000,2010,tt1143896,holy rollers,holy rollers,2010,89.0,"biography,crime,drama",5.9,4664
i spit on your grave,Anch.,93100.0,480000,2010,tt1242432,i spit on your grave,i spit on your grave,2010,108.0,"horror,thriller",6.3,68592
i'm still here,Magn.,409000.0,160000,2010,tt1356864,i'm still here,i'm still here,2010,108.0,"comedy,drama,music",6.2,18606
i'm still here,Magn.,409000.0,160000,2010,tt2636364,i'm still here,i'm still here,2013,120.0,"drama,romance,thriller",7.0,1127
the extra man,Magn.,453000.0,4500,2010,tt1361313,the extra man,the extra man,2010,108.0,comedy,5.9,4580
the tempest,Mira.,278000.0,68700,2010,tt1274300,the tempest,the tempest,2010,110.0,"comedy,drama,fantasy",5.4,7073
red hill,Strand,21100.0,300000,2010,tt1530983,red hill,red hill,2010,95.0,"thriller,western",6.4,7874
welcome to the rileys,Gold.,159000.0,158000,2010,tt1183923,welcome to the rileys,welcome to the rileys,2010,110.0,drama,7.0,22210
the girl on the train,Strand,208000.0,97100,2010,tt2387589,the girl on the train,the girl on the train,2013,80.0,thriller,4.4,819
the girl on the train,Strand,208000.0,97100,2010,tt3631112,the girl on the train,the girl on the train,2016,112.0,"crime,drama,mystery",6.5,150977
karthik calling karthik,Eros,286000.0,7100,2010,tt1373156,karthik calling karthik,karthik calling karthik,2010,135.0,"drama,mystery,thriller",7.0,9257
waste land,Arth.,188000.0,88700,2010,tt1268204,waste land,waste land,2010,99.0,documentary,7.9,8007
chance pe dance,UTV,169000.0,24300,2010,tt1392744,chance pe dance,chance pe dance,2010,122.0,"comedy,drama,musical",4.7,2501
client 9: the rise and fall of eliot spitzer,Magn.,189000.0,3500,2010,tt1638362,client 9: the rise and fall of eliot spitzer,client 9: the rise and fall of eliot spitzer,2010,117.0,documentary,7.4,2097
the romantics,FOAK,107000.0,17300,2010,tt1403988,the romantics,the romantics,2010,95.0,"comedy,drama,romance",5.1,11069
freakonomics,Magn.,101000.0,16400,2010,tt1152822,freakonomics,freakonomics,2010,93.0,documentary,6.4,6466
band baaja baaraat,Yash,43800.0,60700,2010,tt1610452,band baaja baaraat,band baaja baaraat,2010,139.0,"comedy,drama,romance",7.2,13832
as good as dead,First,2000.0,53600,2010,tt1294136,as good as dead,as good as dead,2010,100.0,"crime,thriller",5.2,1441
inhale,IFC,4100.0,51000,2010,tt1196340,inhale,inhale,2010,83.0,"drama,thriller",6.6,6006
gasland,WOW,30800.0,18600,2010,tt1558250,gasland,gasland,2010,107.0,documentary,7.7,9940
bluebeard,Strand,33500.0,5200,2010,tt6599340,bluebeard,haebing,2017,117.0,thriller,6.4,1269
transformers: dark of the moon,P/DW,352400000.0,771400000,2011,tt1399103,transformers: dark of the moon,transformers: dark of the moon,2011,154.0,"action,adventure,sci-fi",6.2,366409
pirates of the caribbean: on stranger tides,BV,241100000.0,804600000,2011,tt1298650,pirates of the caribbean: on stranger tides,pirates of the caribbean: on stranger tides,2011,136.0,"action,adventure,fantasy",6.6,447624
mission: impossible - ghost protocol,Par.,209400000.0,485300000,2011,tt1229238,mission: impossible - ghost protocol,mission: impossible - ghost protocol,2011,132.0,"action,adventure,thriller",7.4,428142
kung fu panda 2,P/DW,165200000.0,500400000,2011,tt1302011,kung fu panda 2,kung fu panda 2,2011,90.0,"action,adventure,animation",7.2,228465
fast five,Uni.,209800000.0,416300000,2011,tt1596343,fast five,fast five,2011,130.0,"action,crime,thriller",7.3,329892
the hangover part ii,WB,254500000.0,332300000,2011,tt1411697,the hangover part ii,the hangover part ii,2011,102.0,"comedy,mystery",6.5,432800
the smurfs,Sony,142600000.0,421100000,2011,tt0472181,the smurfs,the smurfs,2011,103.0,"adventure,animation,comedy",5.5,77577
cars 2,BV,191500000.0,370700000,2011,tt1216475,cars 2,cars 2,2011,106.0,"adventure,animation,comedy",6.2,138914
puss in boots,P/DW,149300000.0,405700000,2011,tt0448694,puss in boots,puss in boots,2011,90.0,"action,adventure,animation",6.6,133355
sherlock holmes: a game of shadows,WB,186800000.0,358600000,2011,tt1515091,sherlock holmes: a game of shadows,sherlock holmes: a game of shadows,2011,129.0,"action,adventure,crime",7.5,394189
rio,Fox,143600000.0,341000000,2011,tt1436562,rio,rio,2011,96.0,"adventure,animation,comedy",6.9,191621
rise of the planet of the apes,Fox,176800000.0,305000000,2011,tt1318514,rise of the planet of the apes,rise of the planet of the apes,2011,105.0,"action,drama,sci-fi",7.6,473020
thor,Par.,181000000.0,268300000,2011,tt0800369,thor,thor,2011,115.0,"action,adventure,fantasy",7.0,683264
the adventures of tintin,Par.,77600000.0,296400000,2011,tt0983193,the adventures of tintin,the adventures of tintin,2011,107.0,"action,adventure,animation",7.3,202430
captain america: the first avenger,Par.,176700000.0,193900000,2011,tt0458339,captain america: the first avenger,captain america: the first avenger,2011,124.0,"action,adventure,sci-fi",6.9,668137
x-men: first class,Fox,146400000.0,207200000,2011,tt1270798,x-men: first class,x: first class,2011,131.0,"action,adventure,sci-fi",7.7,608930
alvin and the chipmunks: chipwrecked,Fox,133100000.0,209600000,2011,tt1615918,alvin and the chipmunks: chipwrecked,alvin and the chipmunks: chipwrecked,2011,87.0,"adventure,animation,comedy",4.4,28158
real steel,BV,85500000.0,213800000,2011,tt0433035,real steel,real steel,2011,127.0,"action,drama,family",7.1,283534
bridesmaids,Uni.,169100000.0,119300000,2011,tt1478338,bridesmaids,bridesmaids,2011,125.0,"comedy,romance",6.8,249501
super 8,Par.,127000000.0,133100000,2011,tt1650062,super 8,super 8,2011,112.0,"mystery,sci-fi,thriller",7.0,320575
rango,Par.,123500000.0,122200000,2011,tt1192628,rango,rango,2011,107.0,"adventure,animation,comedy",7.2,215761
the green hornet,Sony,98800000.0,129000000,2011,tt0990407,the green hornet,the green hornet,2011,119.0,"action,comedy,crime",5.8,148622
immortals,Rela.,83500000.0,143400000,2011,tt1253864,immortals,immortals,2011,110.0,"action,drama,fantasy",6.0,152992
green lantern,WB,116600000.0,103300000,2011,tt1133985,green lantern,green lantern,2011,114.0,"action,adventure,sci-fi",5.5,252281
the help,BV,169700000.0,46900000,2011,tt1454029,the help,the help,2011,146.0,drama,8.1,392699
bad teacher,Sony,100300000.0,115900000,2011,tt1284575,bad teacher,bad teacher,2011,92.0,"comedy,romance",5.7,181189
just go with it,Sony,103000000.0,111900000,2011,tt1564367,just go with it,just go with it,2011,117.0,"comedy,romance",6.4,200932
horrible bosses,WB (NL),117500000.0,92100000,2011,tt1499658,horrible bosses,horrible bosses,2011,98.0,"comedy,crime",6.9,398695
paranormal activity 3,Par.,104000000.0,103000000,2011,tt1778304,paranormal activity 3,paranormal activity 3,2011,83.0,"horror,mystery,thriller",5.8,85689
mr. popper's penguins,Fox,68200000.0,119100000,2011,tt1396218,mr. popper's penguins,mr. popper's penguins,2011,94.0,"comedy,family,fantasy",6.0,80540
hugo,Par.,73900000.0,111900000,2011,tt0970179,hugo,hugo,2011,126.0,"adventure,drama,family",7.5,284869
hop,Uni.,108100000.0,75900000,2011,tt1411704,hop,hop,2011,95.0,"adventure,animation,comedy",5.4,28893
war horse,BV,79900000.0,97700000,2011,tt1568911,war horse,war horse,2011,146.0,"drama,history,war",7.2,136447
the descendants,FoxS,82600000.0,94700000,2011,tt1033575,the descendants,the descendants,2011,115.0,"comedy,drama",7.3,223464
cowboys & aliens,Uni.,100200000.0,74600000,2011,tt0409847,cowboys & aliens,cowboys & aliens,2011,119.0,"action,sci-fi,thriller",6.0,195889
in time,Fox,37500000.0,136400000,2011,tt1637688,in time,in time,2011,109.0,"action,crime,drama",6.7,346077
zookeeper,Sony,80400000.0,89500000,2011,tt1222817,zookeeper,zookeeper,2011,102.0,"comedy,family,romance",5.2,52396
the muppets,BV,88600000.0,76600000,2011,tt1204342,the muppets,the muppets,2011,103.0,"adventure,comedy,family",7.1,82752
limitless,Rela.,79200000.0,82600000,2011,tt1219289,limitless,limitless,2011,105.0,"mystery,sci-fi,thriller",7.4,492490
johnny english reborn,Uni.,8300000.0,151800000,2011,tt1634122,johnny english reborn,johnny english reborn,2011,101.0,"action,adventure,comedy",6.3,110824
final destination 5,WB (NL),42600000.0,115300000,2011,tt1622979,final destination 5,final destination 5,2011,92.0,horror,5.9,98061
tower heist,Uni.,78000000.0,74900000,2011,tt0471042,tower heist,tower heist,2011,104.0,"action,comedy,crime",6.2,125102
midnight in paris,SPC,56800000.0,94300000,2011,tt1605783,midnight in paris,midnight in paris,2011,94.0,"comedy,fantasy,romance",7.7,356500
happy feet two,WB,64000000.0,86400000,2011,tt1402488,happy feet two,happy feet two,2011,100.0,"adventure,animation,comedy",5.9,38396
i am number four,BV,55100000.0,94800000,2011,tt1464540,i am number four,i am number four,2011,111.0,"action,adventure,sci-fi",6.1,217762
jack and jill,Sony,74200000.0,75500000,2011,tt0810913,jack and jill,jack and jill,2011,91.0,comedy,3.3,71361
friends with benefits,SGem,55800000.0,93700000,2011,tt1632708,friends with benefits,friends with benefits,2011,109.0,"comedy,romance",6.6,317338
no strings attached,Par.,70700000.0,78600000,2011,tt1411238,no strings attached,no strings attached,2011,108.0,"comedy,romance",6.2,197663
arthur christmas,Sony,46500000.0,101000000,2011,tt1430607,arthur christmas,arthur christmas,2011,97.0,"adventure,animation,comedy",7.1,45439
source code,Sum.,54700000.0,92600000,2011,tt0945513,source code,source code,2011,93.0,"action,drama,sci-fi",7.5,452036
"crazy, stupid, love.",WB,84400000.0,58500000,2011,tt1570728,"crazy, stupid, love.","crazy, stupid, love.",2011,118.0,"comedy,drama,romance",7.4,436830
new year's eve,WB (NL),54500000.0,87500000,2011,tt1598822,new year's eve,new year's eve,2011,113.0,"comedy,romance",5.7,76656
contagion,WB,75700000.0,59800000,2011,tt1598778,contagion,contagion,2011,106.0,"action,drama,thriller",6.6,201536
the artist,Wein.,44700000.0,88800000,2011,tt1655442,the artist,the artist,2011,100.0,"comedy,drama,romance",7.9,217184
unknown,WB,63700000.0,67099999,2011,tt1401152,unknown,unknown,2011,113.0,"action,mystery,thriller",6.9,235167
the adjustment bureau,Uni.,62500000.0,65400000,2011,tt1385826,the adjustment bureau,the adjustment bureau,2011,106.0,"romance,sci-fi,thriller",7.1,227616
we bought a zoo,Fox,75600000.0,44500000,2011,tt1389137,we bought a zoo,we bought a zoo,2011,124.0,"comedy,drama,family",7.1,126849
water for elephants,Fox,58700000.0,58400000,2011,tt1067583,water for elephants,water for elephants,2011,120.0,"drama,romance",6.9,105812
the iron lady,Wein.,30000000.0,84900000,2011,tt1007029,the iron lady,the iron lady,2011,105.0,"biography,drama",6.4,96066
moneyball,Sony,75600000.0,34600000,2011,tt1210166,moneyball,moneyball,2011,133.0,"biography,drama,sport",7.6,326657
sanctum,Uni.,23200000.0,85400000,2011,tt0881320,sanctum,sanctum,2011,108.0,"adventure,drama,thriller",5.9,51318
justin bieber: never say never,Par.,73000000.0,26000000,2011,tt1702443,justin bieber: never say never,justin bieber: never say never,2011,105.0,"documentary,music",1.6,74978
paul,Uni.,37400000.0,60600000,2011,tt1092026,paul,paul,2011,104.0,"adventure,comedy,sci-fi",7.0,220567
scream 4,W/Dim.,38200000.0,59000000,2011,tt1262416,scream 4,scream 4,2011,111.0,"horror,mystery",6.2,118779
insidious,FD,54000000.0,43000000,2011,tt1591095,insidious,insidious,2010,103.0,"horror,mystery,thriller",6.9,254197
the rite,WB (NL),33000000.0,63000000,2011,tt1161864,the rite,the rite,2011,114.0,"drama,horror,mystery",6.0,85604
dolphin tale,WB,72300000.0,23100000,2011,tt1564349,dolphin tale,dolphin tale,2011,113.0,"drama,family",6.9,20746
season of the witch,Rela.,24800000.0,66800000,2011,tt0479997,season of the witch,season of the witch,2011,95.0,"action,adventure,fantasy",5.4,85777
sucker punch,WB,36400000.0,53400000,2011,tt0978764,sucker punch,sucker punch,2011,110.0,"action,adventure,fantasy",6.1,218371
red riding hood,WB,37700000.0,51500000,2011,tt1486185,red riding hood,red riding hood,2011,100.0,"fantasy,horror,mystery",5.5,102369
j. edgar,WB,37300000.0,47600000,2011,tt1616195,j. edgar,j. edgar,2011,137.0,"biography,crime,drama",6.6,115925
hall pass,WB (NL),45100000.0,38100000,2011,tt0480687,hall pass,hall pass,2011,105.0,"comedy,romance",5.9,113775
"big mommas: like father, like son",Fox,37900000.0,44800000,2011,tt1464174,"big mommas: like father, like son","big mommas: like father, like son",2011,107.0,"action,comedy,crime",4.4,23520
abduction,LGF,28100000.0,54000000,2011,tt1600195,abduction,abduction,2011,106.0,"action,mystery,thriller",5.1,72552
abduction,LGF,28100000.0,54000000,2011,tt7867360,abduction,abduction,2019,106.0,"action,sci-fi",6.1,1592
priest,SGem,29100000.0,49200000,2011,tt0822847,priest,priest,2011,87.0,"action,adventure,fantasy",5.7,108320
the mechanic,CBS,29100000.0,47000000,2011,tt0472399,the mechanic,the mechanic,2011,93.0,"action,crime,thriller",6.6,141254
the ides of march,Sony,41000000.0,35000000,2011,tt1124035,the ides of march,the ides of march,2011,101.0,"drama,thriller",7.1,207417
the change-up,Uni.,37100000.0,38400000,2011,tt1488555,the change-up,the change-up,2011,112.0,"comedy,fantasy",6.3,155374
the lincoln lawyer,LGF,58000000.0,17000000,2011,tt1189340,the lincoln lawyer,the lincoln lawyer,2011,118.0,"crime,drama,thriller",7.3,196109
diary of a wimpy kid: rodrick rules,Fox,52700000.0,19700000,2011,tt1650043,diary of a wimpy kid: rodrick rules,diary of a wimpy kid: rodrick rules,2011,99.0,"comedy,family",6.6,23135
larry crowne,Uni.,35600000.0,36400000,2011,tt1583420,larry crowne,larry crowne,2011,98.0,"comedy,drama,romance",6.1,58927
the dilemma,Uni.,48500000.0,21200000,2011,tt1578275,the dilemma,the dilemma,2011,111.0,"comedy,drama",5.3,48148
the darkest hour,Sum.,21400000.0,43200000,2011,tt1093357,the darkest hour,the darkest hour,2011,89.0,"action,adventure,horror",4.9,55071
hanna,Focus,40300000.0,23500000,2011,tt0993842,hanna,hanna,2011,111.0,"action,drama,thriller",6.8,179178
elite squad: the enemy within,Vari.,100000.0,62900000,2011,tt1555149,elite squad: the enemy within,tropa de elite 2: o inimigo agora é outro,2010,115.0,"action,crime,drama",8.0,75071
colombiana,TriS,36700000.0,24300000,2011,tt1657507,colombiana,colombiana,2011,108.0,"action,drama,thriller",6.4,87659
something borrowed,WB,39000000.0,21100000,2011,tt0491152,something borrowed,something borrowed,2011,112.0,"comedy,drama,romance",5.9,54314
one day,Focus,13800000.0,45500000,2011,tt1563738,one day,one day,2011,107.0,"drama,romance",7.0,128094
one day,Focus,13800000.0,45500000,2011,tt1616203,one day,you yi tian,2010,93.0,"drama,romance,sci-fi",6.0,436
one day,Focus,13800000.0,45500000,2011,tt6168298,one day,one day,2016,135.0,"drama,romance",7.8,1454
one day,Focus,13800000.0,45500000,2011,tt8274146,one day,egy nap,2018,99.0,drama,7.2,501
beginning of the great revival,CL,151000.0,58200000,2011,tt1699513,beginning of the great revival,jian dang wei ye,2011,140.0,"drama,history",2.5,5538
killer elite,ORF,25100000.0,31300000,2011,tt1448755,killer elite,killer elite,2011,116.0,"action,crime,thriller",6.5,117711
extremely loud & incredibly close,WB,31800000.0,23400000,2011,tt0477302,extremely loud & incredibly close,extremely loud & incredibly close,2011,129.0,"adventure,drama,mystery",6.9,93164
the tree of life,FoxS,13300000.0,41000000,2011,tt0478304,the tree of life,the tree of life,2011,139.0,"drama,fantasy",6.8,156266
winnie the pooh,BV,26700000.0,23200000,2011,tt1449283,winnie the pooh,winnie the pooh,2011,63.0,"adventure,animation,comedy",7.2,19605
soul surfer,TriS,43900000.0,3200000,2011,tt1596346,soul surfer,soul surfer,2011,112.0,"biography,drama,family",7.1,41659
war of the arrows,CJ,251000.0,45800000,2011,tt2025526,war of the arrows,choi-jong-byeong-gi hwal,2011,122.0,action,7.2,10214
the debt,Focus,31200000.0,14500000,2011,tt1226753,the debt,the debt,2010,113.0,"drama,thriller",6.9,61046
the debt,Focus,31200000.0,14500000,2011,tt2698966,the debt,oliver's deal,2015,99.0,"drama,mystery,thriller",6.1,624
beastly,CBS,27900000.0,15300000,2011,tt1152398,beastly,beastly,2011,86.0,"drama,fantasy,romance",5.6,72599
of gods and men,SPC,4000000.0,38200000,2011,tt1588337,of gods and men,des hommes et des dieux,2010,122.0,"drama,history",7.2,13991
30 minutes or less,Sony,37100000.0,3500000,2011,tt1622547,30 minutes or less,30 minutes or less,2011,83.0,"action,comedy,crime",6.1,87254
the roommate,SGem,37300000.0,3200000,2011,tt1265990,the roommate,the roommate,2011,91.0,"drama,thriller",4.9,33062
shark night 3d,Rela.,18900000.0,21300000,2011,tt1633356,shark night 3d,shark night 3d,2011,90.0,"horror,thriller",4.0,23190
monte carlo,Fox,23200000.0,16500000,2011,tt1067774,monte carlo,monte carlo,2011,109.0,"adventure,comedy,family",5.8,38731
50/50,Sum.,35000000.0,4200000,2011,tt1306980,50/50,50/50,2011,100.0,"comedy,drama,romance",7.7,300475
mars needs moms,BV,21400000.0,17600000,2011,tt1305591,mars needs moms,mars needs moms,2011,88.0,"adventure,animation,family",5.4,19823
dream house,Uni.,21300000.0,17200000,2011,tt1462041,dream house,dream house,2011,84.0,"drama,mystery,thriller",6.0,59714
jumping the broom,TriS,37300000.0,415000,2011,tt1640484,jumping the broom,jumping the broom,2011,112.0,"comedy,drama",5.7,9089
don't be afraid of the dark,FD,24000000.0,12900000,2011,tt1270761,don't be afraid of the dark,don't be afraid of the dark,2010,99.0,"fantasy,horror,thriller",5.6,44490
a very harold & kumar 3d christmas,WB,35100000.0,326000,2011,tt1268799,a very harold & kumar 3d christmas,a very harold & kumar 3d christmas,2011,90.0,"adventure,comedy",6.3,62151
my week with marilyn,Wein.,14600000.0,20500000,2011,tt1655420,my week with marilyn,my week with marilyn,2011,99.0,"biography,drama",7.0,79337
the sitter,Fox,30400000.0,4500000,2011,tt1366344,the sitter,the sitter,2011,81.0,comedy,5.7,65575
jane eyre,Focus,11200000.0,23500000,2011,tt1229822,jane eyre,jane eyre,2011,120.0,"drama,romance",7.4,74998
shaolin,Vari.,66100.0,33600000,2011,tt1533749,shaolin,xin shao lin si,2011,131.0,"action,drama",6.9,17777
african cats,BV,15400000.0,15400000,2011,tt1223236,african cats,african cats,2011,89.0,"adventure,documentary",7.6,5784
the skin i live in,SPC,3200000.0,27700000,2011,tt1189073,the skin i live in,la piel que habito,2011,120.0,"drama,horror,thriller",7.6,123434
i don't know how she does it,Wein.,9700000.0,20900000,2011,tt1742650,i don't know how she does it,i don't know how she does it,2011,89.0,"comedy,romance",4.9,18552
what's your number?,Fox,14000000.0,16399999,2011,tt0770703,what's your number?,what's your number?,2011,106.0,"comedy,romance",6.1,67922
drive angry,Sum.,10700000.0,18200000,2011,tt1502404,drive angry,drive angry,2011,104.0,"action,fantasy,thriller",5.4,90203
a dangerous method,SPC,5700000.0,21800000,2011,tt1571222,a dangerous method,a dangerous method,2011,99.0,"biography,drama,romance",6.4,93259
the eagle,Focus,19500000.0,7600000,2011,tt1034389,the eagle,the eagle,2011,114.0,"action,adventure,drama",6.2,61475
legend of the fist: the return of chen zhen,Vari.,50400.0,26500000,2011,tt1456661,legend of the fist: the return of chen zhen,jing wu feng yun: chen zhen,2010,106.0,"action,drama,history",6.3,9202
apollo 18,W/Dim.,17700000.0,7900000,2011,tt1772240,apollo 18,apollo 18,2011,86.0,"horror,mystery,sci-fi",5.2,51427
biutiful,RAtt.,5100000.0,20000000,2011,tt1164999,biutiful,biutiful,2010,148.0,"drama,romance",7.5,80382
your highness,Uni.,21600000.0,3300000,2011,tt1240982,your highness,your highness,2011,102.0,"adventure,comedy,fantasy",5.5,92940
the rum diary,FD,13100000.0,10800000,2011,tt0376136,the rum diary,the rum diary,2011,119.0,"comedy,drama",6.2,94787
the women on the 6th floor,Strand,720000.0,22500000,2011,tt1805297,the women on the 6th floor,les femmes du 6e étage,2010,102.0,comedy,7.1,9167
potiche,MBox,1600000.0,21600000,2011,tt1521848,potiche,potiche,2010,103.0,comedy,6.4,9543
warrior,LGF,13700000.0,9400000,2011,tt1291584,warrior,warrior,2011,140.0,"drama,sport",8.2,403755
young adult,Par.,16300000.0,6600000,2011,tt1625346,young adult,young adult,2011,94.0,"comedy,drama",6.3,74071
sarah's key,Wein.,7700000.0,13400000,2011,tt1668200,sarah's key,elle s'appelait sarah,2010,111.0,"drama,war",7.5,15067
the way back,NM,2700000.0,17600000,2011,tt1023114,the way back,the way back,2010,133.0,"adventure,drama,history",7.3,102126
a separation,SPC,7100000.0,12800000,2011,tt1832382,a separation,jodaeiye nader az simin,2011,123.0,"drama,thriller",8.3,197684
the guard,SPC,5400000.0,14200000,2011,tt1540133,the guard,the guard,2011,96.0,"comedy,crime,thriller",7.3,75183
margin call,RAtt.,5400000.0,14200000,2011,tt1615147,margin call,margin call,2011,107.0,"drama,thriller",7.1,107264
shame,FoxS,3900000.0,13800000,2011,tt1723811,shame,shame,2011,101.0,drama,7.2,171353
13 assassins,Magn.,803000.0,16800000,2011,tt1436045,13 assassins,jûsan-nin no shikaku,2010,141.0,"action,adventure,drama",7.6,58142
hoodwinked too! hood vs. evil,Wein.,10100000.0,6800000,2011,tt0844993,hoodwinked too! hood vs. evil,hoodwinked too! hood vs. evil,2011,86.0,"animation,comedy,crime",4.8,11281
the last godfather,RAtt.,164000.0,16600000,2011,tt1584131,the last godfather,the last godfather,2010,100.0,"comedy,crime,romance",3.7,1071
delhi belly,UTV,1500000.0,15200000,2011,tt1934231,delhi belly,delhi belly,2011,103.0,"action,comedy,crime",7.6,24622
melancholia,Magn.,3000000.0,12900000,2011,tt1527186,melancholia,melancholia,2011,135.0,"drama,sci-fi",7.2,153434
judy moody and the not bummer summer,Rela.,15000000.0,678000,2011,tt1547230,judy moody and the not bummer summer,judy moody and the not bummer summer,2011,91.0,"comedy,family",4.3,2674
the conspirator,RAtt.,11500000.0,3900000,2011,tt0968264,the conspirator,the conspirator,2010,122.0,"crime,drama,history",6.9,26416
anonymous,Sony,4500000.0,10900000,2011,tt1521197,anonymous,anonymous,2011,130.0,"drama,thriller",6.9,37932
the housemaid,IFC,158000.0,14600000,2011,tt1314652,the housemaid,hanyo,2010,106.0,"drama,thriller",6.5,8295
the housemaid,IFC,158000.0,14600000,2011,tt5860084,the housemaid,cô haû gaí,2016,105.0,"horror,romance",5.8,539
pina,IFC,3500000.0,11100000,2011,tt1440266,pina,pina,2011,103.0,"documentary,music",7.7,13501
beginners,Focus,5800000.0,8500000,2011,tt1532503,beginners,beginners,2010,105.0,"comedy,drama,romance",7.2,83770
my afternoons with margueritte,Cohen,667000.0,13600000,2011,tt1455151,my afternoons with margueritte,la tête en friche,2010,82.0,"comedy,drama",7.2,6329
i saw the devil,Magn.,129000.0,12600000,2011,tt1588170,i saw the devil,ang-ma-reul bo-at-da,2010,142.0,"action,crime,drama",7.8,94029
gainsbourg: a heroic life,MBox,233000.0,12000000,2011,tt1329457,gainsbourg: a heroic life,gainsbourg (vie héroïque),2010,135.0,"biography,drama,music",6.9,8973
the warring states,CL,69000.0,11800000,2011,tt1885448,the warring states,zhan guo,2011,126.0,"drama,war",4.6,458
snow flower and the secret fan,FoxS,1300000.0,10000000,2011,tt1541995,snow flower and the secret fan,snow flower and the secret fan,2011,104.0,"drama,history",6.1,3429
